resume_id,job_title,salary,location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value
232,Data Analytics Specialist,50000,"London, UK, Austin, TX",Startup,Jr,Full-time,",Python,AWS,Power BI",1,1,1
233,BI Analyst,65000,"San Francisco, CA, Remote",Huge,Jr,Part-time,"Power BI, , Google Cloud",1,4,2
234,Sr. Data Analyst,0,"Huntsville,AL, New York, NY, Austin, TX",Medium,Sr,Freelance,"Power BI, SQL, Excel, Python, AWS",3,2,6
235,Data Analyst II,50000,US,Startup,Mi,Full-time,",Google Cloud,Tableau",2,1,1
236,"New York, NY, London, UK, Dallas, TX",5,DOE,"Python, Tableau, Excel, SQL",10000,Part-time,BI Analyst,0,0,2
237,Data Analyst - Remote,0,"Houston,TX, Remote",Large,Sr,Full-time,"Excel, SQL, , Azure, Tableau",3,3,1
238,Junior Data Analyst,65000,"New York, NY",Large,Sr,Freelance,"Tableau, Power BI, AWS, Excel",3,3,6
239,Senior Data Analyst,95000,"Austin, TX, Anywhere, San Francisco, CA",Startup,Sr,Full-time,"SQL, Tableau,",3,1,1
240,BI Analyst,0,"Austin, TX",Startup,Jr,Contract,"AWS, Python, Excel, R",1,1,4
241,Data Analyst!!!,95000,"Austin, TX, Dallas, TX",Large,Mi,Full-time,"Excel, R",2,3,1
242,Marketing Data Analyst,50,"London, UK",Unknown,Jr,Part-time,"R, AWS, , Power BI, Google Cloud",1,0,2
243,Marketing Data Analyst,65000,Anywhere,Huge,Mi,Part-time,"Google Cloud, SQL, AWS,",2,4,2
244,Senior Data Analyst,0,"New York, NY, Houston,TX, Austin, TX",Startup,Jr,Temporary,"Power BI, R",1,1,5
245,Marketing Data Analyst,120000,"San Francisco, CA, Austin, TX",Unknown,Jr,Full-time,"AWS, , Tableau, SQL",1,0,1
246,Data Analyst II,14000000,"Austin, TX, Dallas, TX, Houston,TX",Large,Sr,Full-time,"SQL,Tableau,Power BI,Python",3,3,1
247,Junior Data Analyst,14000000,"Houston,TX, Remote",Large,Pr,Temporary,"SQL, Tableau, Azure",4,3,5
248,Product Data Analyst,50,"Austin, TX, Remote",Large,Jr,Freelance,"Tableau, Python, SQL, Excel, Azure",1,3,6
249,Product Data Analyst,95000,"Huntsville,AL, Houston,TX, Remote",Unknown,Jr,Freelance,"Azure,SQL,Power BI,R",1,0,6
250,Jr. Data Analyst,0,"San Francisco, CA",Large,Jr,Contract,"AWS, SQL, Excel,",1,3,4
251,Data Analytics Specialist,90000,"Austin, TX, London, UK",Huge,Sr,Regular,"Google Cloud,Power BI,Python,Tableau,Excel",3,4,3
252,BI Analyst,0,"Huntsville,AL, San Francisco, CA, Houston,TX",Small,Jr,Freelance,"SQL,Excel,Tableau,Power BI",1,0,6
253,Data Analytics Specialist,110000,"Austin, TX, Huntsville,AL, London, UK",Small,None,Full-time,"AWS ,  , R , Python",0,0,1
254,DATA ANALYST,50,"Remote, London, UK",Startup,Sr,Contract,"Tableau,Excel",3,1,4
255,Senior Data Analyst,0,"Huntsville,AL, New York, NY",Medium,None,Full-time,"SQL, Excel,",0,2,1
256,Senior Data Analyst,65000,"Dallas, TX, London, UK",Large,Mi,Part-time,"Tableau,",2,3,2
257,DATA ANALYST,95000,"Anywhere, Dallas, TX, Huntsville,AL",Medium,Sr,Freelance,"AWS , Google Cloud , Azure , SQL",3,2,6
258,Jr. Data Analyst,65000,Remote,Large,Sr,Contract,"Google Cloud,R,SQL,Tableau,AWS",3,3,4
259,Data Analyst,65000,"London, UK",Startup,Jr,Part-time,"R,Tableau,SQL,Python",1,1,2
260,Data Analyst - Remote,65000,"San Francisco, CA",Large,Jr,Full-time,"Excel , Tableau",1,3,1
261,BI Analyst,65000,"New York, NY",Startup,Sr,Regular,"Excel , Tableau , SQL , Python ,",3,1,3
262,Senior Data Analyst,95000,"Huntsville,AL",Large,Pr,Temporary,"Excel, Azure",4,3,5
263,Data Analyst - Remote,120000,US,Small,Sr,Contract,"Python, Google Cloud",3,0,4
264,Senior Data Analyst,50000,"London, UK",Startup,Jr,Part-time,"Power BI, SQL, R",1,1,2
265,Data Analyst,50000,"San Francisco, CA, US, Anywhere",Large,Mi,Full-time,"Power BI , Azure , Google Cloud , R , SQL",2,3,1
266,DATA ANALYST,90000,"New York, NY, London, UK",Large,Sr,Contract,"Power BI,AWS,Python,",3,3,4
267,Marketing Data Analyst,50000,"Houston,TX",Small,Jr,Full-time,"SQL, AWS, R, Google Cloud",1,0,1
268,Product Data Analyst,50000,Remote,Unknown,Mi,Full-time,"Excel, Google Cloud, , Azure, Power BI",2,0,1
269,Data Analyst,90000,"Houston,TX, US, Anywhere",Startup,Pr,Temporary,", R",4,1,5
270,Senior Data Analyst,120000,"Dallas, TX, New York, NY, Austin, TX",Large,Sr,Contract,"Azure,Excel,Tableau,Google Cloud",3,3,4
271,DATA ANALYST,8090000,"Houston,TX, New York, NY, US",Startup,Sr,Part-time,"Excel, Python",3,1,2
272,Data Analyst,0,"New York, NY",Large,Jr,Part-time,"Azure, Google Cloud",1,3,2
273,Jr. Data Analyst,95000,"Remote, US",Startup,Jr,Contract,", SQL, Python, Tableau, Azure",1,1,4
274,DATA ANALYST,120000,Anywhere,Small,Jr,Regular,1,0,3,
275,BI Analyst,95000,"New York, NY, San Francisco, CA, Austin, TX",Large,Jr,Temporary,", Excel, R",1,3,5
276,Senior Data Analyst,70000,"US, London, UK, San Francisco, CA",Small,Mi,Temporary,"R, Excel, , Google Cloud",2,0,5
277,Data Analyst II,70000,US,Unknown,Mi,Part-time,"Google Cloud, AWS, Power BI",2,0,2
278,Product Data Analyst,8090000,"Austin, TX, Remote, Huntsville,AL",Large,Sr,Full-time,"SQL, R, Power BI",3,3,1
279,Data Analytics Specialist,95000,"San Francisco, CA, London, UK, Anywhere",Startup,Jr,Part-time,"R,Power BI,AWS,Google Cloud,Python",1,1,2
280,Senior Data Analyst,95000,"Houston,TX, San Francisco, CA, Dallas, TX",Large,Mi,Part-time,2,3,2,
281,BI Analyst,65000,"Houston,TX",Unknown,None,Regular,"Tableau, Power BI, Azure",0,0,3
282,Sr. Data Analyst,0,"Houston,TX, New York, NY",Startup,Jr,Temporary,"Power BI, Azure",1,1,5
283,Marketing Data Analyst,0,Remote,Medium,None,Freelance,"SQL, Power BI, Google Cloud,",0,2,6
284,Data Analyst - Remote,0,"US, London, UK, Anywhere",Medium,Mi,Part-time,"Azure,R,Python,Power BI,Excel",2,2,2
285,Data Analyst - Remote,90000,"Dallas, TX, New York, NY",Startup,None,Regular,", Excel , AWS , Tableau",0,1,3
286,Data Analytics Specialist,110000,"London, UK, Huntsville,AL",Startup,Sr,Temporary,"AWS , Tableau , Power BI , Python",3,1,5
287,Senior Data Analyst,50000,"US, Remote, Huntsville,AL",Large,Mi,Contract,"Excel, R,",2,3,4
288,Data Analyst!!!,90000,US,Large,Sr,Freelance,"Azure, Python, Excel, AWS",3,3,6
289,Data Analytics Specialist,70000,"New York, NY, Houston,TX",Unknown,Jr,Full-time,"Excel, Power BI, Python",1,0,1
290,Data Analyst!!!,8090000,"Remote, Dallas, TX",Unknown,Jr,Part-time,"Tableau,SQL,Excel,Power BI,Google Cloud",1,0,2
291,Junior Data Analyst,70000,"Austin, TX, Dallas, TX",Startup,Jr,Part-time,"Tableau , AWS ,  , Google Cloud , R",1,1,2
292,Senior Data Analyst,90000,"Austin, TX",Small,Pr,Contract,", Power BI, Excel",4,0,4
293,DATA ANALYST,14000000,"Huntsville,AL, Remote, Austin, TX",Large,Jr,Temporary,", Azure , SQL , R",1,3,5
294,DATA ANALYST,95000,"Huntsville,AL",Startup,Sr,Contract,"Python, Tableau, SQL",3,1,4
295,Product Data Analyst,70000,"Austin, TX",Small,Jr,Full-time,"Excel,Python,Azure",1,0,1
296,Junior Data Analyst,0,"Huntsville,AL, London, UK",Huge,Sr,Temporary,"Python,R,Power BI",3,4,5
297,Jr. Data Analyst,90000,"Houston,TX, Dallas, TX",Startup,Jr,Regular,"Azure , Excel , AWS , Power BI",1,1,3
298,Junior Data Analyst,70000,"Dallas, TX",Large,Sr,Contract,"SQL, Python, Azure, Power BI",3,3,4
299,Junior Data Analyst,0,"Houston,TX, Remote, Dallas, TX",Unknown,Jr,Freelance,"Power BI, , Excel, AWS, R",1,0,6
300,Data Analytics Specialist,120000,"Houston,TX, Dallas, TX",Medium,Sr,Part-time,"Google Cloud, Azure, , Python, Excel",3,2,2
301,Marketing Data Analyst,0,"Dallas, TX, Huntsville,AL",Small,None,Part-time,"AWS, Power BI, , R, Excel",0,0,2
302,Data Analyst,0,"San Francisco, CA, Houston,TX",Large,Pr,Freelance,"Tableau, Power BI, Excel",4,3,6
303,Product Data Analyst,0,"San Francisco, CA, Dallas, TX, London, UK",Startup,Pr,Regular,"Excel, , Python, Google Cloud, AWS",4,1,3
304,Product Data Analyst,95000,"New York, NY",Huge,Jr,Contract,"Excel, Power BI, Tableau, AWS",1,4,4
305,Product Data Analyst,95000,"Austin, TX, Huntsville,AL",Unknown,Jr,Temporary,"Python, Google Cloud",1,0,5
306,DATA ANALYST,0,"Anywhere, US",Huge,Sr,Temporary,",Power BI,Python,R,Google Cloud",3,4,5
307,Data Analyst,65000,Remote,Startup,Sr,Temporary,"SQL, Tableau",3,1,5
308,Junior Data Analyst,65000,"Dallas, TX",Large,Mi,Part-time,2,3,2,
309,Marketing Data Analyst,120000,"New York, NY",Startup,None,Part-time,"SQL,Azure",0,1,2
310,Jr. Data Analyst,0,"Huntsville,AL, US, Remote",Unknown,Sr,Full-time,"Tableau, Azure, AWS, Python",3,0,1
311,Data Analyst!!!,70000,"Remote, Huntsville,AL, New York, NY",Unknown,Pr,Full-time,"Excel,Power BI,Tableau,Azure",4,0,1
312,DATA ANALYST,0,"San Francisco, CA, Anywhere",Startup,Jr,Full-time,1,1,1,
313,Senior Data Analyst,65000,"Houston,TX",Startup,Pr,Contract,"AWS, Excel, SQL",4,1,4
314,Senior Data Analyst,70000,"Anywhere, London, UK, Dallas, TX",Unknown,Jr,Part-time,"Excel,Google Cloud,AWS,Python,Azure",1,0,2
315,Senior Data Analyst,70000,"Anywhere, Huntsville,AL",Large,Jr,Full-time,"Azure,AWS,Tableau",1,3,1
316,BI Analyst,0,"Dallas, TX",Medium,Mi,Regular,"Azure, R",2,2,3
317,Data Analytics Specialist,0,Remote,Large,Jr,Temporary,"Excel , AWS , Google Cloud , SQL , Python",1,3,5
318,Sr. Data Analyst,65000,"Austin, TX",Startup,Jr,Part-time,"SQL, Python",1,1,2
319,Junior Data Analyst,70000,US,Startup,Jr,Part-time,"Tableau, , Excel",1,1,2
320,Sr. Data Analyst,14000000,"Remote, Huntsville,AL",Large,Jr,Temporary,"R , Excel , Google Cloud",1,3,5
321,Data Analyst II,8090000,"San Francisco, CA",Huge,Jr,Part-time,"R, SQL, AWS, Tableau, Google Cloud",1,4,2
322,Data Analytics Specialist,0,Anywhere,Large,None,Part-time,0,3,2,
323,Senior Data Analyst,110000,"Anywhere, London, UK, Huntsville,AL",Startup,Mi,Full-time,",Excel,SQL,R",2,1,1
324,DATA ANALYST,14000000,"Austin, TX",Small,Jr,Freelance,"Tableau, Python, Excel,",1,0,6
325,Data Analytics Specialist,120000,"New York, NY, Austin, TX",Unknown,Jr,Temporary,"Azure,Python,R,Power BI,Tableau",1,0,5
326,Data Analyst!!!,70000,"London, UK, Austin, TX, New York, NY",Small,Jr,Full-time,"R, Google Cloud, Excel,",1,0,1
327,BI Analyst,95000,"San Francisco, CA, Anywhere, Houston,TX",Unknown,Sr,Regular,"AWS ,  , R",3,0,3
328,DATA ANALYST,95000,Remote,Medium,Jr,Full-time,"Excel, R, Python, Google Cloud,",1,2,1
329,Data Analyst,0,"Houston,TX, Austin, TX, New York, NY",Small,Sr,Freelance,"R, , Tableau",3,0,6
330,Product Data Analyst,50000,"Austin, TX, Houston,TX, New York, NY",Startup,Jr,Contract,"Google Cloud,Power BI",1,1,4
331,BI Analyst,70000,US,Startup,Pr,Full-time,"Power BI, Google Cloud, Excel, AWS,",4,1,1
332,Data Analyst,65000,"Austin, TX, US",Large,Jr,Regular,"Python, Google Cloud, AWS, Tableau",1,3,3
333,DATA ANALYST,14000000,"Anywhere, Dallas, TX",Startup,Jr,Temporary,"Power BI , Google Cloud ,  , Azure , Excel",1,1,5
334,Data Analyst!!!,50000,"US, New York, NY",Huge,Sr,Contract,"Power BI,Python,Tableau,AWS,",3,4,4
335,Senior Data Analyst,0,"Houston,TX, Dallas, TX, Anywhere",Startup,Mi,Part-time,"Tableau, Power BI, Google Cloud, Azure, R",2,1,2
336,Sr. Data Analyst,65000,"Anywhere, San Francisco, CA, Houston,TX",Small,Pr,Part-time,"AWS,Power BI",4,0,2
337,Junior Data Analyst,0,"Huntsville,AL",Unknown,Jr,Part-time,"SQL,Excel,AWS,",1,0,2
338,Data Analytics Specialist,0,"Houston,TX, Dallas, TX, Austin, TX",Startup,Sr,Freelance,"Excel,AWS",3,1,6
339,Data Analytics Specialist,70000,"London, UK, Anywhere",Small,Jr,Temporary,1,0,5,
340,Senior Data Analyst,65000,"Dallas, TX",Startup,Sr,Full-time,"SQL, Azure",3,1,1
341,Junior Data Analyst,50,"Huntsville,AL, Remote",Medium,Pr,Full-time,"Azure,Python,Tableau,SQL",4,2,1
342,Data Analyst,50000,"San Francisco, CA, US",Large,Jr,Contract,"SQL,R,Google Cloud",1,3,4
343,Sr. Data Analyst,90000,"Dallas, TX, San Francisco, CA",Large,Mi,Part-time,", Google Cloud , Power BI",2,3,2
344,Junior Data Analyst,120000,"San Francisco, CA",Medium,Pr,Part-time,"Tableau, SQL, Excel, , Google Cloud",4,2,2
345,Data Analyst,0,"Anywhere, London, UK, San Francisco, CA",Small,Jr,Regular,"AWS, , Python, Power BI",1,0,3
346,Junior Data Analyst,0,"Austin, TX, Houston,TX, Dallas, TX",Startup,Sr,Freelance,"AWS,Power BI,Python,Azure",3,1,6
347,Data Analyst II,70000,"Houston,TX, Austin, TX",Huge,None,Contract,"Azure, Power BI, AWS, Tableau,",0,4,4
348,Data Analyst!!!,14000000,"Dallas, TX",Unknown,Mi,Full-time,"Python, Azure",2,0,1
349,Data Analyst!!!,0,"Huntsville,AL, Dallas, TX",Medium,Jr,Part-time,"SQL , Python",1,2,2
350,Data Analytics Specialist,120000,"Dallas, TX",Startup,Mi,Full-time,"SQL,Tableau",2,1,1
351,Data Analyst II,0,"New York, NY",Unknown,Sr,Full-time,"Excel,SQL,AWS,Tableau",3,0,1
352,Junior Data Analyst,50,"US, Huntsville,AL",Startup,Sr,Temporary,"R,Excel,Power BI,SQL,Tableau",3,1,5
353,Marketing Data Analyst,50000,"Anywhere, US, Dallas, TX",Startup,None,Contract,"R,AWS,Google Cloud,Python",0,1,4
354,Marketing Data Analyst,50000,"Dallas, TX",Startup,Jr,Contract,"Excel, Python, SQL",1,1,4
355,Data Analyst!!!,95000,"New York, NY",Huge,Pr,Temporary,"Google Cloud, SQL, Power BI, Tableau",4,4,5
356,BI Analyst,95000,"US, New York, NY, Anywhere",Large,Sr,Full-time,"R, , Tableau, Power BI",3,3,1
357,Product Data Analyst,95000,"Anywhere, Houston,TX",Unknown,Jr,Contract,"Azure, Tableau, R",1,0,4
358,Marketing Data Analyst,0,"Huntsville,AL",Medium,Mi,Temporary,"Power BI, R, Azure",2,2,5
359,Data Analytics Specialist,50,"Remote, Huntsville,AL",Startup,Jr,Temporary,"SQL, Tableau",1,1,5
360,Sr. Data Analyst,8090000,"Anywhere, Huntsville,AL, Austin, TX",Large,Pr,Temporary,"Python,Google Cloud",4,3,5
361,Senior Data Analyst,95000,"San Francisco, CA, New York, NY",Startup,Sr,Contract,"Google Cloud,Excel,AWS,Azure",3,1,4
362,Data Analyst II,65000,"Houston,TX",Medium,Jr,Full-time,"Azure, R, , Power BI",1,2,1
363,Senior Data Analyst,50000,"Huntsville,AL, Houston,TX",Startup,None,Regular,"Excel, R, , Azure",0,1,3
364,Data Analyst,110000,"New York, NY",Large,None,Full-time,"Google Cloud, R, Python, Tableau",0,3,1
365,Data Analyst - Remote,0,"Dallas, TX",Medium,Jr,Regular,"R, Power BI",1,2,3
366,Marketing Data Analyst,50,"London, UK",Medium,Jr,Temporary,"Power BI,Google Cloud,Tableau,AWS",1,2,5
367,BI Analyst,110000,"Dallas, TX",Small,Jr,Contract,"Power BI, Google Cloud,",1,0,4
368,Data Analyst,120000,"Huntsville,AL",Small,Sr,Full-time,"R , Power BI",3,0,1
369,Marketing Data Analyst,90000,"US, London, UK, San Francisco, CA",Large,Jr,Part-time,"Power BI, , Tableau",1,3,2
370,Jr. Data Analyst,65000,"San Francisco, CA",Startup,Sr,Temporary,"Tableau,",3,1,5
371,Data Analyst,95000,"Dallas, TX, Huntsville,AL",Medium,Jr,Part-time,"Tableau ,",1,2,2
372,Data Analyst,70000,"US, Houston,TX, Dallas, TX",Medium,Mi,Full-time,"AWS,SQL,Google Cloud",2,2,1
373,Data Analyst - Remote,0,"Huntsville,AL, London, UK",Large,Jr,Contract,"R , Excel",1,3,4
374,Data Analytics Specialist,0,"San Francisco, CA",Large,Jr,Contract,"Azure, AWS, Excel, Google Cloud",1,3,4
375,BI Analyst,120000,"London, UK, Huntsville,AL",Medium,Mi,Part-time,"Power BI,AWS,R,Azure,Google Cloud",2,2,2
376,BI Analyst,65000,"San Francisco, CA, Austin, TX",Startup,Sr,Contract,"Azure, SQL, Python, Power BI, AWS",3,1,4
377,Sr. Data Analyst,95000,"San Francisco, CA, US, Anywhere",Large,Sr,Regular,"Power BI, , AWS",3,3,3
378,Data Analyst,110000,"San Francisco, CA",Large,None,Contract,"Excel,AWS,Python,Google Cloud",0,3,4
379,BI Analyst,0,"US, London, UK, Austin, TX",Startup,Jr,Full-time,"AWS, , Power BI, Excel",1,1,1
380,DATA ANALYST,90000,"Remote, Huntsville,AL, New York, NY",Huge,Jr,Contract,"SQL, Python",1,4,4
381,Sr. Data Analyst,0,"Huntsville,AL",Huge,Jr,Part-time,"Tableau, SQL, , AWS, R",1,4,2
382,DATA ANALYST,95000,"Houston,TX, San Francisco, CA, Anywhere",Large,Jr,Full-time,"Azure , AWS",1,3,1
383,Data Analyst - Remote,8090000,"Huntsville,AL, US, Austin, TX",Huge,None,Freelance,"Power BI , AWS ,",0,4,6
384,DATA ANALYST,0,"London, UK, US, Huntsville,AL",Small,Sr,Contract,",Google Cloud,R,Tableau",3,0,4
385,Product Data Analyst,90000,"Huntsville,AL",Huge,Mi,Contract,"R, , Excel, Power BI, Azure",2,4,4
386,Senior Data Analyst,0,"Anywhere, Houston,TX, Huntsville,AL",Startup,Mi,Part-time,"Python , Google Cloud , Azure",2,1,2
387,Junior Data Analyst,0,"Dallas, TX, Remote",Large,Mi,Part-time,"Excel,Power BI",2,3,2
388,DATA ANALYST,70000,"US, Remote, New York, NY",Medium,Jr,Contract,"Python, Google Cloud, SQL, Excel, Power BI",1,2,4
389,Data Analyst - Remote,14000000,"New York, NY",Unknown,None,Temporary,"Python , Power BI , Tableau , Google Cloud",0,0,5
390,Senior Data Analyst,65000,"San Francisco, CA, Remote",Small,Mi,Part-time,"Azure,Python,Google Cloud,R",2,0,2
391,Data Analyst - Remote,70000,"Austin, TX, Huntsville,AL, New York, NY",Startup,None,Contract,"AWS, Azure, Python,",0,1,4
392,Data Analyst - Remote,65000,"London, UK, Houston,TX",Small,Sr,Contract,"Azure, Python, Power BI, Excel, Google Cloud",3,0,4
393,Data Analyst,110000,"Remote, New York, NY, Huntsville,AL",Medium,Mi,Part-time,2,2,2,
394,Data Analyst - Remote,90000,"US, Huntsville,AL, San Francisco, CA",Large,Jr,Contract,"Python, Google Cloud, Azure",1,3,4
395,DATA ANALYST,8090000,"US, Houston,TX",Large,Jr,Temporary,"AWS, Tableau, Azure, , Excel",1,3,5
396,Junior Data Analyst,50,"London, UK, New York, NY, San Francisco, CA",Small,Mi,Contract,"Google Cloud, SQL",2,0,4
397,Product Data Analyst,110000,"London, UK, Huntsville,AL, Austin, TX",Unknown,Jr,Full-time,"SQL, Python, Azure, Power BI, Google Cloud",1,0,1
398,Data Analyst - Remote,90000,"Huntsville,AL, New York, NY, Dallas, TX",Small,Mi,Freelance,",Google Cloud,Power BI",2,0,6
399,Data Analyst - Remote,110000,"London, UK",Medium,Jr,Freelance,"Tableau, AWS",1,2,6
400,BI Analyst,95000,"Anywhere, Huntsville,AL",Large,Jr,Freelance,"Azure, Python, , SQL",1,3,6
401,Jr. Data Analyst,90000,"Dallas, TX",Startup,Mi,Part-time,"Tableau, Google Cloud, , Azure",2,1,2
402,Data Analyst II,0,"Dallas, TX, Anywhere",Medium,Jr,Regular,"Tableau, AWS, Azure, Python,",1,2,3
403,Senior Data Analyst,8090000,"London, UK, Anywhere, Austin, TX",Large,Jr,Contract,", Tableau, Azure, Excel, Python",1,3,4
404,Product Data Analyst,70000,"New York, NY, Houston,TX, US",Startup,Jr,Freelance,1,1,6,
405,Marketing Data Analyst,95000,"London, UK, Houston,TX, New York, NY",Large,Mi,Temporary,"AWS, Python, R, Google Cloud",2,3,5
406,Jr. Data Analyst,8090000,"Huntsville,AL",Large,Sr,Regular,"AWS ,  , Tableau , Power BI",3,3,3
407,Senior Data Analyst,50,"London, UK, Huntsville,AL, San Francisco, CA",Large,Jr,Contract,"Python, AWS",1,3,4
408,Data Analyst II,14000000,US,Startup,Pr,Contract,"Excel, Azure",4,1,4
409,Junior Data Analyst,0,"London, UK",Startup,Pr,Regular,"Excel, Azure",4,1,3
410,Sr. Data Analyst,14000000,"Houston,TX, Dallas, TX",Startup,Mi,Full-time,"AWS,SQL,R,Python,Excel",2,1,1
411,Product Data Analyst,14000000,"Huntsville,AL, Austin, TX, Dallas, TX",Medium,Jr,Part-time,"Power BI, Python, AWS, SQL",1,2,2
412,Product Data Analyst,110000,"San Francisco, CA, US, London, UK",Small,Jr,Full-time,"R, Tableau, , Power BI, Google Cloud",1,0,1
413,Data Analyst II,95000,"New York, NY, US, Austin, TX",Large,Jr,Temporary,"Python,SQL,Tableau,R",1,3,5
414,Data Analytics Specialist,50,Anywhere,Startup,Mi,Full-time,"SQL, Power BI, Excel",2,1,1
415,Jr. Data Analyst,120000,"London, UK",Huge,Sr,Temporary,"Power BI,",3,4,5
416,Data Analyst!!!,70000,"US, Remote",Unknown,Jr,Contract,", R, Tableau",1,0,4
417,DATA ANALYST,14000000,"US, Dallas, TX, San Francisco, CA",Large,Jr,Full-time,"AWS, Google Cloud",1,3,1
418,Data Analyst,95000,"New York, NY, Remote",Startup,Mi,Contract,",Excel",2,1,4
419,Data Analytics Specialist,50000,Anywhere,Large,Sr,Freelance,",Azure,Google Cloud,AWS",3,3,6
420,Data Analyst - Remote,70000,"New York, NY, Anywhere, Dallas, TX",Huge,Jr,Regular,"Python , Tableau , R , Power BI",1,4,3
421,Data Analyst - Remote,70000,"London, UK",Huge,Jr,Part-time,"Python , Google Cloud , Power BI ,  , SQL",1,4,2
422,DATA ANALYST,0,"Houston,TX, US",Large,Jr,Part-time,"Python,AWS",1,3,2
423,DATA ANALYST,0,"Dallas, TX, San Francisco, CA",Startup,Jr,Contract,"Tableau,Power BI",1,1,4
424,BI Analyst,8090000,"Dallas, TX, Remote, New York, NY",Unknown,Jr,Full-time,"Azure,Google Cloud",1,0,1
425,Senior Data Analyst,14000000,"Austin, TX, Houston,TX",Large,Jr,Temporary,"Azure, Tableau, , Python",1,3,5
426,BI Analyst,50000,"New York, NY",Large,Sr,Freelance,"Power BI,Python",3,3,6
427,Data Analyst II,50000,"New York, NY, San Francisco, CA",Medium,Sr,Part-time,"R,Tableau",3,2,2
428,Sr. Data Analyst,0,"Anywhere, New York, NY",Small,Jr,Freelance,"Excel, Azure",1,0,6
429,Jr. Data Analyst,50,"Houston,TX",Startup,Jr,Regular,"SQL , Power BI , Python",1,1,3
430,DATA ANALYST,95000,"US, New York, NY, Huntsville,AL",Small,Mi,Contract,"Python, SQL, R",2,0,4
431,Senior Data Analyst,65000,"Remote, London, UK, Huntsville,AL",Startup,Sr,Contract,3,1,4,
432,Jr. Data Analyst,65000,US,Small,None,Full-time,"SQL ,",0,0,1
433,Data Analyst II,120000,"Houston,TX, London, UK",Medium,Jr,Freelance,"Python,Tableau,Excel,Google Cloud",1,2,6
434,Sr. Data Analyst,90000,"San Francisco, CA, US",Startup,Sr,Contract,"SQL , Google Cloud",3,1,4
435,Data Analytics Specialist,8090000,"Dallas, TX",Large,Mi,Freelance,"Excel, Power BI, Google Cloud",2,3,6
436,BI Analyst,70000,"San Francisco, CA, New York, NY",Large,Jr,Temporary,"Excel, AWS, Power BI, Azure, Google Cloud",1,3,5
437,Marketing Data Analyst,50000,"Houston,TX, Huntsville,AL, San Francisco, CA",Large,Sr,Contract,"Google Cloud, Power BI",3,3,4
438,Data Analyst II,65000,"Houston,TX",Huge,None,Temporary,0,4,5,
439,Data Analyst - Remote,110000,"Houston,TX, London, UK",Unknown,Jr,Full-time,"Excel, AWS, Python",1,0,1
440,Data Analyst!!!,120000,"Dallas, TX, US",Large,Jr,Freelance,"Tableau , Power BI",1,3,6
441,Product Data Analyst,90000,"Remote, Dallas, TX, San Francisco, CA",Small,Mi,Freelance,"Tableau, SQL, Google Cloud, Azure, Python",2,0,6
442,BI Analyst,0,"Huntsville,AL, London, UK",Large,Jr,Part-time,"SQL, Excel,",1,3,2
443,Data Analyst,90000,"Anywhere, New York, NY, Dallas, TX",Startup,Pr,Temporary,"AWS, , Excel",4,1,5
444,Product Data Analyst,50000,Anywhere,Huge,Sr,Freelance,"SQL, R",3,4,6
445,BI Analyst,90000,"New York, NY, San Francisco, CA, Austin, TX",Unknown,Jr,Freelance,"Python, Google Cloud",1,0,6
