job_title,salary,location,remote_location,company_size,experience_level,employment_type,skills,experience_level_value,company_size_value,employment_type_value,job_title_value,latitude,longitude,col_index,cost_tier
BI Analyst,65000,"Indianapolis, IN",1,Startup,Jr,Freelance,"Azure , Excel , R",1,1,1,3,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,95000,"Austin, TX",Temporarily Remote,Large,Jr,Freelance,"Python,Google Cloud",1,3,1,6,30.271129,-97.7437,71.1,71.1
Data Analyst,120000,"Atlanta, GA",No,Small,Jr,Contract,"Excel, Power BI, Google Cloud",1,0,3,4,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,50000,"Fargo, ND",False,Huge,Jr,Part-time,"AWS, Azure",1,4,5,6,46.877229,-96.789821,58.0,58.0
Data Analyst,50000,"Huntsville, AL",0,Startup,None,Part-time,"Azure, SQL, Python,",0,1,5,4,34.729847,-86.585901,60.5,60.5
Data Analyst,90000,"Indianapolis, IN",Partial,Medium,Pr,Contract,,4,2,3,4,39.768333,-86.15835,69.7,69.7
Marketing Data Analyst,50000,"Chicago, IL",No,Unknown,Pr,Contract,"Python, , R, Azure, Tableau",4,0,3,3,41.875562,-87.624421,75.5,75.5
Product Data Analyst,50000,"Atlanta, GA",Partial,Unknown,Jr,Contract,,1,0,3,3,33.754466,-84.389815,76.8,76.8
Data Analyst,90000,"Albuquerque, NM",1,Startup,Jr,Part-time,"SQL, Excel, Tableau, , AWS",1,1,5,4,35.084103,-106.650985,63.4,63.4
Senior Data Analyst,120000,"Philadelphia, PA",Partial,Small,Jr,Regular,"SQL ,  , Google Cloud , Excel",1,0,4,6,39.952724,-75.163526,81.0,81.0
Data Analyst,8090000,"Nashville, TN",0,Startup,Jr,Part-time,"Azure, R, Power BI, Python",1,1,5,4,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,95000,"Atlanta, GA",Hybrid,Startup,Mi,Contract,"Python,AWS,Power BI,R",2,1,3,1,33.754466,-84.389815,76.8,76.8
Data Analyst,120000,"New York, NY",False,Large,Jr,Regular,"Power BI,Azure,Python",1,3,4,4,40.712728,-74.006015,100.0,100.0
BI Analyst,95000,"Chicago, IL",True,Unknown,Sr,Freelance,"SQL, Power BI",3,0,1,3,41.875562,-87.624421,75.5,75.5
Senior Data Analyst,70000,"Jackson, MS",Partial,Small,Jr,Contract,"Tableau,Excel,Python,Azure",1,0,3,6,32.299869,-90.183041,68.0,68.0
Data Analyst II,70000,"Las Vegas, NV",1,Medium,Sr,Part-time,"Google Cloud, Power BI, Tableau, Excel",3,2,5,5,36.167426,-115.148413,71.3,71.3
Product Data Analyst,8090000,"Las Vegas, NV",Partial,Huge,Jr,Contract,"Azure, AWS, SQL, R",1,4,3,3,36.167426,-115.148413,71.3,71.3
Data Analytics Specialist,95000,"New Orleans, LA",True,Huge,Pr,Part-time,"Power BI, , Tableau",4,4,5,2,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,95000,"Philadelphia, PA",Temporarily Remote,Large,Jr,Full-time,"AWS,Power BI,",1,3,6,6,39.952724,-75.163526,81.0,81.0
BI Analyst,65000,"Nashville, TN",True,Huge,Sr,Contract,"Google Cloud,",3,4,3,3,36.162277,-86.774298,74.0,74.0
Data Analyst,90000,"Oklahoma City, OK",False,Unknown,Jr,Regular,,1,0,4,4,35.472989,-97.517054,70.0,70.0
Data Analytics Specialist,110000,"New Orleans, LA",0,Startup,Pr,Freelance,"Tableau, Python",4,1,1,2,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,50000,"Phoenix, AZ",0,Unknown,Pr,Contract,"Python , SQL , Excel , Google Cloud , AWS",4,0,3,6,33.448437,-112.074141,76.1,76.1
Data Analyst,90000,"Albuquerque, NM",1,Large,Pr,Full-time,"Excel,",4,3,6,4,35.084103,-106.650985,63.4,63.4
Data Analytics Specialist,70000,"Fort Collins, CO",Partial,Large,Mi,Part-time,"Tableau, R, Power BI, Azure",2,3,5,2,40.587178,-105.077011,66.1,66.1
Data Analyst,8090000,"Albuquerque, NM",Hybrid,Unknown,Mi,Freelance,"Excel ,",2,0,1,4,35.084103,-106.650985,63.4,63.4
Junior Data Analyst,70000,"Nashville, TN",True,Small,Jr,Contract,"SQL ,  , Excel , AWS",1,0,3,1,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,90000,"Norfolk, VA",False,Large,Jr,Part-time,"Python, R",1,3,5,6,36.84937,-76.289954,,2.0
Data Analyst,14000000,"Fort Collins, CO",No,Startup,Sr,Freelance,"R , Power BI , Google Cloud",3,1,1,4,40.587178,-105.077011,66.1,66.1
Data Analyst,95000,"Austin, TX",Partial,Small,Sr,Contract,"Power BI, SQL, Google Cloud, Azure, Tableau",3,0,3,4,30.271129,-97.7437,71.1,71.1
Product Data Analyst,70000,"Austin, TX",Hybrid,Small,Jr,Contract,"R,",1,0,3,3,30.271129,-97.7437,71.1,71.1
Junior Data Analyst,90000,"Houston, TX",True,Large,None,Contract,"Power BI , SQL , Tableau",0,3,3,1,29.758938,-95.367697,64.9,64.9
Junior Data Analyst,70000,"Houston, TX",Hybrid,Large,Sr,Part-time,"R, Excel, SQL, Python",3,3,5,1,29.758938,-95.367697,64.9,64.9
Data Analytics Specialist,120000,"San Francisco, CA",No,Large,Jr,Part-time,",Excel,R,Azure",1,3,5,2,37.787936,-122.40752,94.0,94.0
Product Data Analyst,95000,"Nashville, TN",True,Unknown,Jr,Freelance,"Tableau, Google Cloud",1,0,1,3,36.162277,-86.774298,74.0,74.0
Product Data Analyst,95000,"Albuquerque, NM",True,Startup,Pr,Part-time,"Tableau,Power BI,Azure",4,1,5,3,35.084103,-106.650985,63.4,63.4
Data Analyst,65000,"Huntsville, AL",Yes,Startup,Sr,Full-time,"R, , SQL",3,1,6,4,34.729847,-86.585901,60.5,60.5
Junior Data Analyst,65000,"Columbus, OH",Yes,Startup,Mi,Freelance,"Python,Google Cloud",2,1,1,1,39.96226,-83.000707,73.5,73.5
Marketing Data Analyst,120000,"New Orleans, LA",1,Small,Pr,Contract,"AWS, Excel, Power BI",4,0,3,3,29.956142,-90.073393,77.8,77.8
Data Analyst,70000,"Albuquerque, NM",1,Small,Jr,Part-time,"Python , SQL",1,0,5,4,35.084103,-106.650985,63.4,63.4
Senior Data Analyst,65000,"Orlando, FL",Hybrid,Medium,Mi,Part-time,"Tableau, SQL, Excel, Azure",2,2,5,6,28.542122,-81.379045,72.2,72.2
Senior Data Analyst,70000,"Indianapolis, IN",Temporarily Remote,Small,Jr,Part-time,", SQL, Power BI",1,0,5,6,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,70000,"Atlanta, GA",Yes,Huge,Mi,Part-time,"R, Azure, Google Cloud, Excel, Power BI",2,4,5,6,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,65000,"Norfolk, VA",0,Startup,Jr,Freelance,"Google Cloud, , SQL, R",1,1,1,6,36.84937,-76.289954,,2.0
Junior Data Analyst,70000,"Jackson, MS",No,Large,Jr,Contract,"Python, R",1,3,3,1,32.299869,-90.183041,68.0,68.0
Senior Data Analyst,14000000,"Dallas, TX",True,Startup,None,Temporary,"Excel , Tableau",0,1,2,6,32.776272,-96.796856,75.0,75.0
Data Analyst II,8090000,"Salt Lake City, UT",No,Huge,Pr,Part-time,"Python,R,",4,4,5,5,40.75962,-111.886797,65.7,65.7
Senior Data Analyst,110000,"Salt Lake City, UT",True,Huge,None,Part-time,"Tableau, Azure, R, Excel, Power BI",0,4,5,6,40.75962,-111.886797,65.7,65.7
Data Analyst,14000000,"Dallas, TX",Partial,Startup,Mi,Temporary,", Google Cloud , Azure , Python",2,1,2,4,32.776272,-96.796856,75.0,75.0
Data Analytics Specialist,120000,"Detroit, MI",False,Unknown,Jr,Regular,"SQL, R",1,0,4,2,42.331551,-83.04664,68.1,68.1
Data Analyst,70000,"Oklahoma City, OK",1,Small,Jr,Contract,"Python,Azure,AWS",1,0,3,4,35.472989,-97.517054,70.0,70.0
BI Analyst,95000,"Austin, TX",1,Large,Jr,Temporary,"Excel, Azure, Power BI, , AWS",1,3,2,3,30.271129,-97.7437,71.1,71.1
Data Analyst,95000,"Philadelphia, PA",Yes,Huge,Sr,Full-time,"Excel, Google Cloud,",3,4,6,4,39.952724,-75.163526,81.0,81.0
Product Data Analyst,50000,"Santa Fe, NM",False,Huge,Jr,Part-time,"Power BI ,",1,4,5,3,35.68761,-105.938456,67.0,67.0
BI Analyst,70000,"Fargo, ND",Hybrid,Unknown,Jr,Regular,"Azure , Python ,",1,0,4,3,46.877229,-96.789821,58.0,58.0
Data Analyst,65000,"Dallas, TX",Temporarily Remote,Medium,None,Contract,"SQL, Excel,",0,2,3,4,32.776272,-96.796856,75.0,75.0
Data Analyst,14000000,"Dallas, TX",No,Medium,Jr,Part-time,"Power BI,Excel",1,2,5,4,32.776272,-96.796856,75.0,75.0
Data Analyst,50000,"Chicago, IL",Yes,Startup,Mi,Full-time,"Google Cloud, R, Excel, Azure, SQL",2,1,6,4,41.875562,-87.624421,75.5,75.5
Senior Data Analyst,65000,"Indianapolis, IN",Partial,Startup,Jr,Contract,"Tableau, SQL, Azure, Excel, R",1,1,3,6,39.768333,-86.15835,69.7,69.7
Data Analytics Specialist,70000,"Louisville, KY",No,Unknown,None,Freelance,"Google Cloud , Power BI",0,0,1,2,38.254238,-85.759407,70.0,70.0
Senior Data Analyst,65000,"Houston, TX",Temporarily Remote,Large,Jr,Part-time,,1,3,5,6,29.758938,-95.367697,64.9,64.9
Data Analyst,50000,"Indianapolis, IN",Temporarily Remote,Small,Sr,Full-time,"Python,AWS,Azure,",3,0,6,4,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,90000,"Oklahoma City, OK",No,Unknown,Pr,Full-time,"Python, AWS, Google Cloud",4,0,6,6,35.472989,-97.517054,70.0,70.0
Junior Data Analyst,120000,"Denver, CO",Hybrid,Large,Mi,Full-time,"AWS, , Google Cloud, Azure",2,3,6,1,39.739236,-104.984862,78.7,78.7
Data Analyst II,70000,"Detroit, MI",1,Huge,Sr,Temporary,", Tableau, Azure, Power BI",3,4,2,5,42.331551,-83.04664,68.1,68.1
Data Analyst,14000000,"Atlanta, GA",Hybrid,Large,Sr,Contract,"Excel, Google Cloud, Tableau, Python, AWS",3,3,3,4,33.754466,-84.389815,76.8,76.8
Data Analytics Specialist,120000,"Salt Lake City, UT",Partial,Startup,None,Part-time,"R,Azure,",0,1,5,2,40.75962,-111.886797,65.7,65.7
Marketing Data Analyst,50000,"Phoenix, AZ",No,Large,Jr,Part-time,"Power BI,Tableau,Azure,Excel",1,3,5,3,33.448437,-112.074141,76.1,76.1
Marketing Data Analyst,50000,"Jackson, MS",Hybrid,Startup,Jr,Contract,"Google Cloud, Excel, R,",1,1,3,3,32.299869,-90.183041,68.0,68.0
Data Analyst,95000,"Salt Lake City, UT",1,Unknown,Jr,Part-time,"Power BI, Tableau, SQL",1,0,5,4,40.75962,-111.886797,65.7,65.7
BI Analyst,95000,"Orlando, FL",1,Small,Mi,Contract,"Azure,Google Cloud,AWS,SQL",2,0,3,3,28.542122,-81.379045,72.2,72.2
Product Data Analyst,95000,"San Francisco, CA",Hybrid,Small,Sr,Full-time,"AWS , Power BI , Google Cloud , Excel , Tableau",3,0,6,3,37.787936,-122.40752,94.0,94.0
Senior Data Analyst,8090000,"Indianapolis, IN",Partial,Startup,Jr,Contract,"Python, Excel, R",1,1,3,6,39.768333,-86.15835,69.7,69.7
Senior Data Analyst,95000,"Houston, TX",0,Unknown,Jr,Part-time,",R",1,0,5,6,29.758938,-95.367697,64.9,64.9
Data Analyst II,65000,"Detroit, MI",Yes,Huge,Sr,Temporary,"R , Excel",3,4,2,5,42.331551,-83.04664,68.1,68.1
Senior Data Analyst,50000,"Houston, TX",True,Large,Sr,Full-time,", AWS, Azure, Excel",3,3,6,6,29.758938,-95.367697,64.9,64.9
Data Analyst,110000,"Austin, TX",Partial,Large,None,Contract,"SQL, Google Cloud, Power BI",0,3,3,4,30.271129,-97.7437,71.1,71.1
BI Analyst,110000,"Indianapolis, IN",Temporarily Remote,Startup,Jr,Regular,"AWS,Python,Power BI",1,1,4,3,39.768333,-86.15835,69.7,69.7
Data Analyst,120000,"Louisville, KY",Hybrid,Huge,Mi,Full-time,"Google Cloud,AWS",2,4,6,4,38.254238,-85.759407,70.0,70.0
Marketing Data Analyst,90000,"Salt Lake City, UT",No,Startup,None,Regular,"SQL,",0,1,4,3,40.75962,-111.886797,65.7,65.7
Junior Data Analyst,65000,"Oklahoma City, OK",False,Small,None,Part-time,"Azure, R, Excel, Python, SQL",0,0,5,1,35.472989,-97.517054,70.0,70.0
Data Analyst,95000,"Atlanta, GA",1,Startup,Sr,Part-time,"Azure, Power BI",3,1,5,4,33.754466,-84.389815,76.8,76.8
Data Analyst,70000,"Salt Lake City, UT",0,Small,Jr,Full-time,"Excel,AWS,Google Cloud,",1,0,6,4,40.75962,-111.886797,65.7,65.7
BI Analyst,120000,"Las Vegas, NV",Hybrid,Unknown,Pr,Contract,"Google Cloud,Azure",4,0,3,3,36.167426,-115.148413,71.3,71.3
BI Analyst,65000,"Louisville, KY",Temporarily Remote,Medium,Pr,Freelance,"AWS, Tableau, Azure, Google Cloud",4,2,1,3,38.254238,-85.759407,70.0,70.0
Senior Data Analyst,95000,"San Francisco, CA",0,Huge,Jr,Part-time,"R , Excel",1,4,5,6,37.787936,-122.40752,94.0,94.0
Data Analyst,110000,"Salt Lake City, UT",True,Small,Sr,Contract,"R, Azure, SQL, Google Cloud",3,0,3,4,40.75962,-111.886797,65.7,65.7
Data Analyst,90000,"Austin, TX",0,Small,Mi,Regular,"Python, AWS, SQL",2,0,4,4,30.271129,-97.7437,71.1,71.1
Data Analyst,95000,"Fort Collins, CO",0,Huge,Jr,Contract,"Excel , SQL , Tableau , Azure , Python",1,4,3,4,40.587178,-105.077011,66.1,66.1
Data Analyst,8090000,"Salt Lake City, UT",Partial,Large,Sr,Full-time,"Azure, AWS, Excel",3,3,6,4,40.75962,-111.886797,65.7,65.7
Product Data Analyst,90000,"Salt Lake City, UT",1,Unknown,Jr,Part-time,"Tableau,Excel,Azure",1,0,5,3,40.75962,-111.886797,65.7,65.7
Data Analyst,70000,"Dallas, TX",Hybrid,Large,Mi,Freelance,"SQL, Google Cloud, AWS,",2,3,1,4,32.776272,-96.796856,75.0,75.0
Data Analyst,14000000,"Nashville, TN",Yes,Startup,None,Part-time,"AWS,Google Cloud,Python",0,1,5,4,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,65000,"Fort Collins, CO",Temporarily Remote,Large,Jr,Part-time,"AWS, SQL, Python",1,3,5,6,40.587178,-105.077011,66.1,66.1
Data Analyst,70000,"Norfolk, VA",No,Large,Mi,Temporary,"R,Azure",2,3,2,4,36.84937,-76.289954,,2.0
Data Analyst,65000,"Norfolk, VA",No,Huge,Jr,Part-time,"Python , Google Cloud , AWS",1,4,5,4,36.84937,-76.289954,,2.0
Data Analyst,110000,"Houston, TX",1,Startup,Pr,Regular,"AWS , Google Cloud , Tableau , Excel",4,1,4,4,29.758938,-95.367697,64.9,64.9
Data Analyst,90000,"San Francisco, CA",1,Startup,Sr,Contract,"Tableau,Excel,Azure",3,1,3,4,37.787936,-122.40752,94.0,94.0
Data Analyst,8090000,"Denver, CO",0,Huge,Jr,Part-time,",Power BI",1,4,5,4,39.739236,-104.984862,78.7,78.7
Product Data Analyst,110000,"Albuquerque, NM",0,Medium,Mi,Regular,"Tableau,R,SQL,",2,2,4,3,35.084103,-106.650985,63.4,63.4
Data Analyst,90000,"Austin, TX",Yes,Large,None,Full-time,"Tableau, Python, Azure, Power BI, SQL",0,3,6,4,30.271129,-97.7437,71.1,71.1
Data Analyst,110000,"Nashville, TN",0,Small,Jr,Part-time,"Python, Tableau, SQL, Azure",1,0,5,4,36.162277,-86.774298,74.0,74.0
BI Analyst,95000,"Detroit, MI",Yes,Small,Mi,Full-time,"Python, Azure, R,",2,0,6,3,42.331551,-83.04664,68.1,68.1
Junior Data Analyst,90000,"Dallas, TX",Hybrid,Unknown,Sr,Freelance,"Excel, AWS, SQL, Power BI,",3,0,1,1,32.776272,-96.796856,75.0,75.0
Senior Data Analyst,8090000,"Atlanta, GA",Temporarily Remote,Startup,None,Temporary,,0,1,2,6,33.754466,-84.389815,76.8,76.8
Product Data Analyst,70000,"Phoenix, AZ",False,Startup,Mi,Contract,"Excel, Python",2,1,3,3,33.448437,-112.074141,76.1,76.1
Marketing Data Analyst,95000,"Orlando, FL",0,Unknown,Sr,Part-time,"Python, , R, Excel",3,0,5,3,28.542122,-81.379045,72.2,72.2
Junior Data Analyst,8090000,"Las Vegas, NV",0,Startup,Jr,Full-time,",AWS",1,1,6,1,36.167426,-115.148413,71.3,71.3
Data Analyst II,14000000,"Nashville, TN",False,Startup,Pr,Full-time,,4,1,6,5,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,14000000,"Atlanta, GA",1,Unknown,Jr,Regular,"Python, Excel, , Google Cloud, Azure",1,0,4,6,33.754466,-84.389815,76.8,76.8
Product Data Analyst,14000000,"Huntsville, AL",Yes,Startup,Jr,Part-time,", AWS, Google Cloud, Power BI, Azure",1,1,5,3,34.729847,-86.585901,60.5,60.5
Product Data Analyst,110000,"Santa Fe, NM",False,Startup,Mi,Freelance,,2,1,1,3,35.68761,-105.938456,67.0,67.0
Data Analyst II,95000,"Salt Lake City, UT",Temporarily Remote,Startup,Jr,Contract,"Tableau, Python, Excel, , AWS",1,1,3,5,40.75962,-111.886797,65.7,65.7
Junior Data Analyst,120000,"Detroit, MI",0,Unknown,Mi,Full-time,", Azure, Google Cloud, R",2,0,6,1,42.331551,-83.04664,68.1,68.1
Data Analyst,70000,"Fort Collins, CO",Partial,Medium,Jr,Contract,", Power BI, Tableau",1,2,3,4,40.587178,-105.077011,66.1,66.1
Data Analyst,14000000,"Orlando, FL",True,Unknown,Mi,Freelance,"R , Power BI , Tableau , SQL , Azure",2,0,1,4,28.542122,-81.379045,72.2,72.2
Data Analyst,95000,"Louisville, KY",Temporarily Remote,Medium,Jr,Full-time,"Excel, Tableau, Python, Google Cloud",1,2,6,4,38.254238,-85.759407,70.0,70.0
Data Analytics Specialist,50000,"Fort Collins, CO",Partial,Large,Mi,Full-time,"SQL, R, Google Cloud, AWS",2,3,6,2,40.587178,-105.077011,66.1,66.1
Data Analyst,70000,"New York, NY",1,Large,Jr,Part-time,"Power BI, Google Cloud, SQL, R, Azure",1,3,5,4,40.712728,-74.006015,100.0,100.0
Data Analyst,70000,"Louisville, KY",0,Large,Jr,Freelance,"AWS, Power BI, Azure, Google Cloud, R",1,3,1,4,38.254238,-85.759407,70.0,70.0
BI Analyst,8090000,"Nashville, TN",No,Unknown,Sr,Regular,"Tableau,Google Cloud,SQL",3,0,4,3,36.162277,-86.774298,74.0,74.0
Senior Data Analyst,14000000,"Dallas, TX",Yes,Large,Sr,Full-time,", Excel, Google Cloud, Tableau, SQL",3,3,6,6,32.776272,-96.796856,75.0,75.0
BI Analyst,50000,"Louisville, KY",Temporarily Remote,Small,Jr,Contract,"Excel, AWS, Tableau,",1,0,3,3,38.254238,-85.759407,70.0,70.0
Data Analyst II,50000,"Jackson, MS",1,Large,Sr,Full-time,"SQL,Excel,R,Azure,",3,3,6,5,32.299869,-90.183041,68.0,68.0
Data Analyst,95000,"Fargo, ND",Temporarily Remote,Medium,Mi,Contract,"Power BI, , Tableau, Excel",2,2,3,4,46.877229,-96.789821,58.0,58.0
Senior Data Analyst,65000,"Santa Fe, NM",Temporarily Remote,Unknown,None,Part-time,",Python,AWS,Power BI",0,0,5,6,35.68761,-105.938456,67.0,67.0
Junior Data Analyst,65000,"Jackson, MS",False,Large,Jr,Contract,"Power BI, , Google Cloud",1,3,3,1,32.299869,-90.183041,68.0,68.0
Data Analyst II,120000,"Philadelphia, PA",True,Large,Jr,Part-time,"Power BI, SQL, Excel, Python, AWS",1,3,5,5,39.952724,-75.163526,81.0,81.0
Senior Data Analyst,90000,"Huntsville, AL",No,Small,Jr,Temporary,",Google Cloud,Tableau",1,0,2,6,34.729847,-86.585901,60.5,60.5
Data Analytics Specialist,8090000,"Atlanta, GA",Temporarily Remote,Unknown,Jr,Regular,"Python, Tableau, Excel, SQL",1,0,4,2,33.754466,-84.389815,76.8,76.8
BI Analyst,70000,"Oklahoma City, OK",Temporarily Remote,Large,Jr,Regular,"Excel, SQL, , Azure, Tableau",1,3,4,3,35.472989,-97.517054,70.0,70.0
Marketing Data Analyst,50000,"Phoenix, AZ",False,Large,Pr,Temporary,"Tableau, Power BI, AWS, Excel",4,3,2,3,33.448437,-112.074141,76.1,76.1
Data Analyst II,65000,"Dallas, TX",Temporarily Remote,Small,Pr,Full-time,"SQL, Tableau,",4,0,6,5,32.776272,-96.796856,75.0,75.0
Data Analyst,110000,"Oklahoma City, OK",1,Large,None,Contract,"AWS, Python, Excel, R",0,3,3,4,35.472989,-97.517054,70.0,70.0
Data Analyst,120000,"Louisville, KY",Hybrid,Startup,Jr,Contract,"Excel, R",1,1,3,4,38.254238,-85.759407,70.0,70.0
Product Data Analyst,90000,"Denver, CO",Yes,Small,Jr,Contract,"R, AWS, , Power BI, Google Cloud",1,0,3,3,39.739236,-104.984862,78.7,78.7
Data Analyst,90000,"Philadelphia, PA",Temporarily Remote,Unknown,Mi,Full-time,"Power BI, R",2,0,6,4,39.952724,-75.163526,81.0,81.0
Product Data Analyst,50000,"Phoenix, AZ",False,Huge,Jr,Contract,"AWS, , Tableau, SQL",1,4,3,3,33.448437,-112.074141,76.1,76.1
BI Analyst,90000,"New York, NY",True,Startup,Mi,Temporary,"SQL,Tableau,Power BI,Python",2,1,2,3,40.712728,-74.006015,100.0,100.0
Data Analyst II,14000000,"San Francisco, CA",False,Large,Sr,Part-time,"SQL, Tableau, Azure",3,3,5,5,37.787936,-122.40752,94.0,94.0
Data Analyst,50000,"New Orleans, LA",Temporarily Remote,Medium,Mi,Temporary,"Azure,SQL,Power BI,R",2,2,2,4,29.956142,-90.073393,77.8,77.8
Senior Data Analyst,65000,"Indianapolis, IN",No,Medium,Sr,Regular,"AWS, SQL, Excel,",3,2,4,6,39.768333,-86.15835,69.7,69.7
Data Analyst II,90000,"Las Vegas, NV",Yes,Medium,Sr,Part-time,"Google Cloud,Power BI,Python,Tableau,Excel",3,2,5,5,36.167426,-115.148413,71.3,71.3
Data Analyst,95000,"Dallas, TX",1,Unknown,Jr,Part-time,"SQL,Excel,Tableau,Power BI",1,0,5,4,32.776272,-96.796856,75.0,75.0
Marketing Data Analyst,50000,"Huntsville, AL",Temporarily Remote,Huge,Pr,Contract,"Tableau,Excel",4,4,3,3,34.729847,-86.585901,60.5,60.5
Data Analyst II,50000,"Houston, TX",Yes,Huge,Jr,Regular,"AWS , Google Cloud , Azure , SQL",1,4,4,5,29.758938,-95.367697,64.9,64.9
Data Analyst,95000,"Salt Lake City, UT",Partial,Startup,Sr,Part-time,"R,Tableau,SQL,Python",3,1,5,4,40.75962,-111.886797,65.7,65.7
Senior Data Analyst,50000,"Philadelphia, PA",False,Startup,Sr,Contract,"Excel , Tableau",3,1,3,6,39.952724,-75.163526,81.0,81.0
Marketing Data Analyst,8090000,"Atlanta, GA",Yes,Startup,Pr,Full-time,"Excel , Tableau , SQL , Python ,",4,1,6,3,33.754466,-84.389815,76.8,76.8
Senior Data Analyst,65000,"Philadelphia, PA",1,Startup,Mi,Part-time,"Python, Google Cloud",2,1,5,6,39.952724,-75.163526,81.0,81.0
Product Data Analyst,90000,"Detroit, MI",True,Unknown,Jr,Freelance,"Power BI, SQL, R",1,0,1,3,42.331551,-83.04664,68.1,68.1
Product Data Analyst,70000,"Denver, CO",Temporarily Remote,Large,Jr,Part-time,"Power BI , Azure , Google Cloud , R , SQL",1,3,5,3,39.739236,-104.984862,78.7,78.7
Data Analyst II,8090000,"Indianapolis, IN",True,Unknown,Jr,Contract,"Power BI,AWS,Python,",1,0,3,5,39.768333,-86.15835,69.7,69.7
BI Analyst,95000,"Santa Fe, NM",1,Large,Mi,Regular,"SQL, AWS, R, Google Cloud",2,3,4,3,35.68761,-105.938456,67.0,67.0
Data Analytics Specialist,90000,"Indianapolis, IN",False,Unknown,Jr,Full-time,"Excel, Google Cloud, , Azure, Power BI",1,0,6,2,39.768333,-86.15835,69.7,69.7
Data Analyst,14000000,"Oklahoma City, OK",Hybrid,Unknown,None,Contract,"Azure,Excel,Tableau,Google Cloud",0,0,3,4,35.472989,-97.517054,70.0,70.0
Product Data Analyst,8090000,"Nashville, TN",Temporarily Remote,Unknown,Jr,Contract,"Azure, Google Cloud",1,0,3,3,36.162277,-86.774298,74.0,74.0
Junior Data Analyst,8090000,"Norfolk, VA",True,Startup,Jr,Part-time,", SQL, Python, Tableau, Azure",1,1,5,1,36.84937,-76.289954,,2.0
Data Analyst II,95000,"Fargo, ND",No,Unknown,Jr,Part-time,,1,0,5,5,46.877229,-96.789821,58.0,58.0
Data Analyst,14000000,"Albuquerque, NM",Temporarily Remote,Startup,Jr,Full-time,"R, Excel, , Google Cloud",1,1,6,4,35.084103,-106.650985,63.4,63.4
Junior Data Analyst,70000,"Columbus, OH",True,Unknown,Mi,Part-time,"Google Cloud, AWS, Power BI",2,0,5,1,39.96226,-83.000707,73.5,73.5
Data Analyst,95000,"Jackson, MS",1,Large,Mi,Regular,"SQL, R, Power BI",2,3,4,4,32.299869,-90.183041,68.0,68.0
Senior Data Analyst,50000,"Santa Fe, NM",Partial,Large,Sr,Contract,"R,Power BI,AWS,Google Cloud,Python",3,3,3,6,35.68761,-105.938456,67.0,67.0
Product Data Analyst,50000,"Nashville, TN",No,Startup,Jr,Freelance,,1,1,1,3,36.162277,-86.774298,74.0,74.0
Data Analytics Specialist,90000,"Oklahoma City, OK",No,Startup,Mi,Full-time,"Azure,R,Python,Power BI,Excel",2,1,6,2,35.472989,-97.517054,70.0,70.0
BI Analyst,8090000,"Jackson, MS",No,Startup,Jr,Contract,", Excel , AWS , Tableau",1,1,3,3,32.299869,-90.183041,68.0,68.0
Marketing Data Analyst,8090000,"Louisville, KY",Yes,Large,Sr,Part-time,"AWS , Tableau , Power BI , Python",3,3,5,3,38.254238,-85.759407,70.0,70.0
Junior Data Analyst,95000,"Dallas, TX",0,Large,Mi,Contract,"Excel, R,",2,3,3,1,32.776272,-96.796856,75.0,75.0
BI Analyst,14000000,"Chicago, IL",Hybrid,Large,Jr,Temporary,"Azure, Python, Excel, AWS",1,3,2,3,41.875562,-87.624421,75.5,75.5
Data Analyst,50000,"Louisville, KY",Partial,Huge,Jr,Regular,"Excel, Power BI, Python",1,4,4,4,38.254238,-85.759407,70.0,70.0
Data Analyst,65000,"Orlando, FL",True,Unknown,Sr,Freelance,"Tableau,SQL,Excel,Power BI,Google Cloud",3,0,1,4,28.542122,-81.379045,72.2,72.2
Data Analyst,65000,"New Orleans, LA",Partial,Huge,Jr,Part-time,"Tableau , AWS ,  , Google Cloud , R",1,4,5,4,29.956142,-90.073393,77.8,77.8
